fen,target_ks,target_total,our_total_base,our_ks_base,tier,phase_bucket,split
1k1r4/5qp1/p1b2n1p/1p2p3/2p1P2P/P1N1P1P1/1PB1Q3/3R2K1 b - - 0 1,0.0,-2.09,-0.553,0.0,sts_guard,midgame,train
1r1q1n2/2p2ppk/p2p3p/P1b1p3/2P1P3/3P1N1P/1R1B1PP1/1Q4K1 b - - 0 1,0.0,-0.63,1.846,0.0,sts_guard,midgame,val
1r3r2/3q2kp/p2p1pp1/2pPp3/4Pn2/P2P1N1P/2Q2PP1/1R2R1K1 w - - 0 1,0.0,0.58,1.296,0.0,sts_guard,midgame,train
1r4r1/4kp1p/3p1p1b/2q1pP2/Bn2P3/2N5/1PPNQ1PP/1K1R4 b - - 0 1,0.0,-0.66,2.066,0.0,sts_guard,midgame,train
1rb2nk1/8/1p1PNbrp/3Pp1pq/p3Pn1P/P2N1PB1/4B3/R2Q1R1K w - - 0 1,-1.26,0.93,-0.666,-1.26,ks_real,opening,train
2r1r1k1/1p1q1bbp/pn3pp1/n2p4/3P1B1P/2NB1N2/PPQ1RPP1/4R1K1 w - - 0 1,0.0,0.59,1.255,0.0,sts_guard,opening,train
2r3k1/pp3pp1/4q2p/4p3/bB2Pn2/P4P2/1P1Q2PP/2R2BK1 w - - 0 1,0.0,0.43,0.199,0.0,sts_guard,midgame,train
2rq1rk1/1p2bpp1/4p3/pP1pP1np/P2P4/R3BP2/3Q2PP/1NR3K1 w - - 0 1,0.0,0.88,0.795,0.0,sts_guard,opening,train
3q4/pp2b1k1/2r5/4p2p/P1RpN3/1P3PP1/1Q2P1K1/8 w - - 0 1,0.0,0.7,0.403,0.0,sts_guard,midgame,train
3r4/5pk1/4rqp1/p2p4/Pb1Q3p/1Pp1P2P/2R1BPP1/3R2K1 b - - 0 1,0.0,-1.08,1.435,0.0,sts_guard,midgame,val
4r1k1/1p5p/1r4p1/2pq1p2/P4P2/3P2Q1/1bP3RP/4R1BK b - - 0 1,0.0,-1.52,-1.101,0.0,sts_guard,midgame,train
4r3/1pn3k1/4p1b1/p1Pp3r/3P2NR/1P3B2/3K2P1/4R3 w - - 0 1,0.0,0.6,0.143,0.0,sts_guard,endgame,train
6k1/p2pp2p/bp4n1/q1r4R/1RP1P3/2P2B2/P2Q2P1/4K3 w - - 0 1,1.8,2.98,4.019,1.8,sts_guard,midgame,train
5r1k/5rp1/p1n1p1qp/2P1p3/P7/4QN1P/5PP1/2R1R2K w - - 0 1,0.0,1.01,0.641,0.0,sts_guard,midgame,train
1q1k2r1/p2bn3/1r3n2/2QPp1Rp/2P4P/2PB1P2/2K1N3/R7 w - - 0 1,3.06,1.04,1.36,3.06,ks_real,opening,val
4r1k1/1pb3p1/p1p3q1/3n4/1P1P4/P3pRP1/4Q1K1/2B2R2 b - - 0 1,-1.98,-1.42,-3.467,-1.98,ks_phantom,midgame,train
3q1r1k/5ppp/1pR1pn2/p7/B1PP4/P3QP1P/5PK1/8 w - - 0 1,0.0,0.41,-2.15,0.0,sts_guard,midgame,val
q5k1/p2p2bp/1p1p2r1/2p1np2/6p1/1PP2PP1/P2PQ1KP/4R1NR b - - 0 1,-1.44,-1.06,-1.836,-1.44,ks_real,midgame,train
1r5r/1p6/p2p2p1/P2P1pkq/1R1Qp3/2P1P1bP/1P2R3/5BK1 b - - 0 1,0.0,-2.71,2.216,0.0,sts_guard,midgame,train
6rk/5q1p/p2p4/P1nP1p2/2B2N1Q/1Pb1pPR1/7P/7K w - - 0 1,1.98,0.99,1.614,1.98,ks_real,midgame,train
r2r2k1/5p1p/6nQ/ppq5/2p1P3/P4P2/1P4PP/R1N2R1K b - - 0 1,0.0,-0.76,-0.102,0.0,sts_guard,midgame,train
8/3k4/2p5/3r4/1PQBp1pq/4P3/P4PpP/6K1 w - - 0 1,0.0,0.46,-0.304,0.0,sts_guard,endgame,val
r3r1k1/2q3p1/p2p1p2/3P2p1/n2B2P1/8/P1PQ3P/K2R1R2 b - - 0 1,0.0,-1.45,0.34,0.0,sts_guard,midgame,val
5b1k/r7/Pq5p/2p5/3p3N/R2Q2P1/5PK1/8 w - - 0 1,1.47,2.44,-0.322,1.47,sts_guard,midgame,train
1kr5/3n4/q3p2p/p2n2p1/PppB1P2/5BP1/1P2Q2P/3R2K1 w - - 0 1,0.0,2.81,-0.069,0.0,sts_guard,midgame,train
1q4k1/5p1p/p1rprnp1/3R4/N1P1P3/1P6/P5PP/3Q1R1K w - - 0 1,0.0,1.02,1.058,0.0,sts_guard,midgame,train
1r2n1rk/pP2q2p/P2p4/4pQ2/2P2p2/5B1P/3R1P1K/3R4 w - - 0 1,-1.62,3.63,-2.049,-1.62,sts_guard,midgame,train
1r4k1/p1rqbp1p/b1p1p1p1/NpP1P3/3PB3/3Q2P1/P4P1P/3RR1K1 w - - 0 1,0.0,1.49,0.761,0.0,sts_guard,opening,train
1rbqnrk1/6bp/pp3np1/2pPp3/P1P1N3/2N1B3/1P2Q1BP/R4R1K w - - 0 1,0.0,1.32,0.331,0.0,sts_guard,opening,train
2b2rk1/2qn1p2/p2p2pp/2pPP3/8/4NN1P/P1Q2PP1/bB2R1K1 w - - 0 1,0.0,1.65,0.136,0.0,sts_guard,midgame,val
2q5/1pb2r1k/p1b3pB/P1Pp3p/3P4/3B1pPP/1R3P1K/2Q5 b - - 0 1,0.54,-0.15,0.699,0.54,sts_guard,midgame,train
2r2rk1/3q3p/p3pbp1/1p1pp3/4P3/2P5/PPN1QPPP/3R1RK1 b - - 0 1,0.0,0.32,0.278,0.0,sts_guard,midgame,train
r2qkb1r/1b1n1ppp/p3pn2/1pp5/3PP3/2NB1N2/PP3PPP/R1BQ1RK1 w kq - 0 1,0.0,0.31,0.771,0.0,sts_guard,opening,train
3Rb3/5ppk/2r1r3/p5Pp/1pN2P1P/1P5q/P4Q2/K2R4 b - - 0 1,0.0,0.0,2.945,0.0,sts_guard,midgame,train
3r1bkr/2q3pp/1p1Npp2/pPn1P3/5B2/1P6/2P2PPP/R2QR1K1 w - - 0 1,0.0,1.77,2.536,0.0,sts_guard,opening,train
4k3/r2bbprp/3p1p1N/2qBpP2/ppP1P1P1/1P1R3P/P7/1KR1Q3 w - - 0 1,0.0,2.07,0.564,0.0,sts_guard,opening,val
4rrk1/p6p/2q2pp1/1p6/2pP1BQP/5N2/P4PP1/2R3K1 w - - 0 1,0.0,1.6,1.248,0.0,sts_guard,midgame,train
